question,answer,response,is_correct
ایک نئے پروگرام کے پہلے مہینے میں 60 ڈاؤن لوڈز تھے۔ دوسرے مہینے میں ڈاؤن لوڈز کی تعداد پہلے مہینے سے تین گنا تھی، مگر تیسرے مہینے میں یہ 30 فیصد کم ہو گئی۔ ان تین مہینوں میں پروگرام کے کل کتنے ڈاؤن لوڈز ہوئے؟,366,"دوسرے مہینے میں ڈاؤن لوڈز کی تعداد 3*60= <<3*60=180>>180 ہے۔
تیسرے مہینے میں ڈاؤن لوڈز کی تعداد 180-30/100*180 = 126 ہے۔
پروگرام کے ڈاؤن لوڈز کی کل تعداد 60+180+126=<<60+180+126=366>>366 ہے۔",True
تولا بیکری گئی اور کئی طرح کی پیسٹریاں خریدیں۔ اس نے 3 درجن ڈونٹس لیے جن کی قیمت 68 ڈالر فی درجن تھی، 2 درجن منی کپ کیک 80 ڈالر فی درجن کے حساب سے، اور 6 درجن منی چیز کیک 55 ڈالر فی درجن کے حساب سے خریدے۔ کل خرچ کتنے ڈالر ہوا؟,694,"ڈونٹس کی کُل قیمت 3 * 68 = $<<3*68=204>>204 تھی۔
منی کپ کیک کی قیمت 2 * 80 = $<<2*80=160>>160 تھی۔
منی چیز کیک کی قیمت 6 * 55 = $<<6*55=330>>330 تھی۔
لہذا، تولا نے کُل 204 + 160 + 330 = $<<204+160+330=694>>694 خرچ کیے۔",True
کارلوس لیموں کا ایک درخت لگا رہا ہے۔ اس درخت کو لگانے پر 90 ڈالر لاگت آئے گی۔ ہر سال اس درخت پر سات لیموں لگیں گے، جنہیں وہ ڈیڑھ ڈالر فی لیموں کے حساب سے بیچ سکتا ہے۔ درخت کی دیکھ بھال پر سالانہ 3 ڈالر خرچ ہوتے ہیں۔ اس لیموں کے درخت سے منافع کمانے میں اسے کتنے سال لگیں گے؟,13,"ہر سال درخت سے کل 7 * 1.5 = $<<7*1.5=10.50>>10.50 کا منافع ہوگا۔
ہر سال درخت کی دیکھ بھال کی لاگت 3 ڈالر ہے، اس لیے ہر سال کل 10.50 - 3 = $<<10.50-3=7.50>>7.50 کا منافع ہوگا۔
اس لیموں کے درخت کو منافع دینے میں 90 / 7.5 = <<90/7.5=12>>12 سال لگیں گے۔",False
میلانی گھر گھر جا کر سامان بیچنے والی ایک سیلز وومن ہے۔ اس نے اپنے ایک تہائی ویکیوم کلینر سبز گھر میں، 2 مزید لال گھر میں، اور باقی بچ جانے والوں میں سے آدھے نارنجی گھر میں بیچ دیئے۔ اگر میلانی کے پاس 5 ویکیوم کلینر باقی بچے ہیں، تو شروع میں اس کے پاس کل کتنے ویکیوم کلینر تھے؟,18,"میلانی نے نارنجی گھر میں 5/2 = <<5/2=2.5>>2.5 ویکیوم کلینر بیچے۔
لہذا، میلانی نے 2 + 2.5 = <<2+2.5=4.5>>4.5 ویکیوم کلینر بیچے۔
اس لیے، میلانی کے پاس شروع میں 4.5 / (1/3) = <<4.5/(1/3)=13.5>>13.5 ویکیوم کلینر تھے۔",False
ایک 20 طلباء کی ڈانس کلاس میں، 20 فیصد نے معاصر ڈانس میں داخلہ لیا، باقی میں سے 25 فیصد نے جاز ڈانس میں داخلہ لیا، اور باقی تمام طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا۔ پوری کلاس کے کتنے فیصد طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا؟,60,"20 طلباء کی کلاس کا 20% 20*.2=<<20*.2=4>>4 طلباء ہے۔
لہذا 20-4=<<20-4=16>>16 طلباء باقی ہیں۔
باقی طلباء کا 25% 16*.25=<<16*.25=4>>4 طلباء ہے۔
لہذا 20-4-4=<<20-4-4=12>>12 طلباء ہیں جنہوں نے ہپ ہاپ میں داخلہ لیا۔
لہذا 12/20*100=<<12/20*100=60>>60% طلباء ہیں جنہوں نے ہپ ہاپ میں داخلہ لیا۔",True
"ایک تاجر دو خریداری کے منصوبوں میں سے انتخاب کرنا چاہتا ہے: 5,000 ڈالر کے زیورات یا 8,000 ڈالر کے الیکٹرانک آلات۔ اس کا مالی مشیر اندازہ لگاتا ہے کہ اسی مہینے میں زیورات کی مارکیٹ میں 2.5 فیصد اور الیکٹرانک آلات کی مارکیٹ میں 1.2 فیصد اضافہ ہوگا۔ اگر تاجر اس مہینے کے آخر تک زیادہ سے زیادہ منافع حاصل کرنا چاہتا ہے تو یہ منافع کتنے ڈالر کا ہوگا؟",125,"زیورات کی مارکیٹ میں 2.5 فیصد اضافے سے 2.5/100 * 5000 = $<<2.5/100*5000=125>>125 کا منافع ہوگا۔
الیکٹرانکس کی مارکیٹ میں 1.2 فیصد اضافے سے 1.2/100 * 8000 = $<<1.2/100*8000=96>>96 کا منافع ہوگا۔
لہذا، تاجر کو زیورات سے زیادہ سے زیادہ $125 - $96 = $<<125-96=29>>29 کا منافع ہوگا۔",False
دو ٹرینیں سان رافیل سے ایک ہی وقت میں روانہ ہوتی ہیں۔ وہ مغرب کی طرف 80 میل کا سفر کرتی ہیں۔ اگلے دن، وہ شمال کی طرف 150 میل کا فاصلہ طے کرتی ہیں۔ دو دنوں میں ہر ٹرین نے کتنا فاصلہ طے کیا؟,230,ہر ٹرین نے 80 + 150 = <<80+150=230>>230 میل کا فاصلہ طے کیا۔,True
جل کو پڑھانے کے لیے 20 ڈالر فی گھنٹہ اور چیئرلیڈنگ کی کوچنگ کے لیے 30 ڈالر فی گھنٹہ ملتے ہیں۔ اگر وہ سال میں 50 ہفتے، ہر ہفتے 35 گھنٹے استاد کے طور پر اور 15 گھنٹے کوچ کے طور پر کام کرتی ہے تو اس کی سالانہ تنخواہ کتنی ہوگی؟,57500,"وہ سال میں 50 ہفتے کام کرتی ہے، اس لیے وہ کل 50*35 = <<50*35=1750>>1750 گھنٹے استاد کے طور پر کام کرتی ہے۔
وہ ہر ہفتے 15 گھنٹے کوچ کے طور پر کام کرتی ہے، اس لیے وہ کل 15*50 = <<15*50=750>>750 گھنٹے کوچ کے طور پر کام کرتی ہے۔
وہ استاد کے طور پر 1750 گھنٹے کام کرتی ہے اور اسے 20 ڈالر فی گھنٹہ ملتے ہیں، اس لیے وہ استاد کے طور پر 1750*20 = $<<1750*20=35000>>35000 کماتی ہے۔
وہ کوچ کے طور پر 750 گھنٹے کام کرتی ہے اور اسے 30 ڈالر فی گھنٹہ ملتے ہیں، اس لیے وہ کوچ کے طور پر 750*30 = $<<750*30=22500>>22500 کماتی ہے۔
استاد کے طور پر 35000 کمانے کے علاوہ، وہ کوچ کے طور پر 22500 کماتی ہے، اس لیے وہ کل 35000+22500 = $<<35000+22500=57500>>57500 کماتی ہے۔",True
کلیئر ہر صبح ناشتے کے لیے تین انڈوں کا آملیٹ بناتی ہے۔ وہ چار ہفتوں میں کتنے درجن انڈے کھائے گی؟,7,"وہ ہر روز 3 انڈے کھاتی ہے، اس لیے 3 x 7 = <<3*7=21>>21 انڈے فی ہفتہ۔
وہ 4 ہفتوں میں 21 x 4 = <<21*4=84>>84 انڈے کھاتی ہے۔
چونکہ ایک درجن میں 12 انڈے ہوتے ہیں، اس لیے وہ 84 / 12 = <<84/12=7>>7 درجن انڈے کھاتی ہے۔",True
ماریسا 12 میل کی پگڈنڈی پر ہائکنگ کر رہی ہے۔ اس نے پہلے 4 میل طے کرنے میں 1 گھنٹہ لگایا، پھر اگلے 2 میل طے کرنے میں ایک اور گھنٹہ لگا۔ اگر وہ اپنی اوسط رفتار 4 میل فی گھنٹہ رکھنا چاہتی ہے، تو باقی فاصلے کو طے کرنے کے لیے اسے کس رفتار (میل فی گھنٹہ میں) چلنا ہوگا؟,6,"اُس نے پہلے 4 میل 1 گھنٹے میں طے کیے، اس لیے اُس کی اوسط رفتار 4 میل فی گھنٹہ تھی۔
اُس نے پھر اگلے 2 میل 1 گھنٹے میں طے کیے، اس لیے اُس کی اوسط رفتار 2 میل فی گھنٹہ تھی۔
اُس نے پہلے 6 میل 2 گھنٹے میں طے کیے، اس لیے اُس کی اوسط رفتار 6/2 = <<6/2=3>>3 میل فی گھنٹہ تھی۔
اُس کی 12 میل کی ہائکنگ میں 4 گھنٹے لگیں گے، اس لیے اُسے باقی 6 میل 6 گھنٹے میں طے کرنے ہوں گے۔
اُسے باقی 6 میل 6 گھنٹے میں طے کرنے ہوں گے، اس لیے اُسے 6/6 = <<6/6=1>>1 میل فی گھنٹہ کی رفتار سے چلنا ہوگا۔",False
میرے پاس 10 لیٹر نارنجی مشروب ہے جو دو تہائی پانی پر مشتمل ہے، اور میں اسے 15 لیٹر انناس کے مشروب میں شامل کرنا چاہتا ہوں جو تین پانچواں حصہ پانی ہے۔ لیکن جب میں اسے ڈالتا ہوں تو ایک لیٹر نارنجی مشروب گر جاتا ہے۔ باقی 24 لیٹر میں کتنا پانی ہوگا؟,15,"نارنجی مشروب میں 10*2/3=<<10*2/3=6.666666666666667>>6.666... لیٹر پانی ہے۔
انناس مشروب میں 15*3/5=<<15*3/5=9>>9 لیٹر پانی ہے۔
لہذا ہمیں 6.666...+9=<<6.666666666666667+9=15.666666666666666>>15.666... لیٹر پانی ہے۔
لیکن 1 لیٹر نارنجی مشروب گر جاتا ہے، جس میں 2/3 لیٹر پانی ہے، اس لیے ہمیں 15.666...-2/3=15.666...-0.666...=<<15.666666666666667-0.6666666666666666=15>>15 لیٹر پانی ہے۔",True
ریمنڈ اور سامنتھا کزن ہیں۔ ریمنڈ سامنتھا سے 6 سال بڑا ہے۔ ریمنڈ کا بیٹا 23 سال کی عمر میں پیدا ہوا۔ اگر سامنتھا اب 31 سال کی ہے تو ریمنڈ کا بیٹا کتنے سال پہلے پیدا ہوا تھا؟,14,"اگر سامنتھا کی عمر 31 سال ہے، تو ریمنڈ کی عمر 31+6=<<31+6=37>>37 سال ہے۔
اس کا بیٹا 23 سال کی عمر میں پیدا ہوا، اس لیے وہ 37-23=<<37-23=14>>14 سال پہلے پیدا ہوا تھا۔",True
بلی ڈی وی ڈیز فروخت کرتا ہے۔ منگل کو اس کے 8 گاہک ہیں۔ اس کے پہلے 3 گاہک ایک ایک ڈی وی ڈی خریدتے ہیں۔ اس کے اگلے 2 گاہک 2، 2 ڈی وی ڈیز خریدتے ہیں۔ اس کے آخری 3 گاہک کوئی ڈی وی ڈی نہیں خریدتے۔ بلی نے منگل کو کل کتنی ڈی وی ڈیز فروخت کیں؟,7,"پہلے 3 گاہکوں نے 3*1 = <<3*1=3>>3 ڈی وی ڈیز خریدیں۔
دوسرے 2 گاہکوں نے 2*2 = <<2*2=4>>4 ڈی وی ڈیز خریدیں۔
آخری 3 گاہکوں نے 3*0 = <<3*0=0>>0 ڈی وی ڈیز خریدیں۔
مجموعی طور پر، بلی نے 3+4+0 = <<3+4+0=7>>7 ڈی وی ڈیز منگل کو فروخت کیں۔",True
ایک موم بتی ہر گھنٹے جلنے پر 2 سینٹی میٹر پگھل جاتی ہے۔ دوپہر 1 بجے سے شام 5 بجے تک جلنے کے بعد موم بتی کتنی سینٹی میٹر چھوٹی ہو جائے گی؟,8,"دوپہر 1 بجے سے شام 5 بجے تک 5 - 1 = <<5-1=4>>4 گھنٹے ہوں گے۔
لہذا، دوپہر 1 بجے سے شام 5 بجے تک جلنے کے بعد، موم بتی 2 * 4 = <<2*4=8>>8 سینٹی میٹر چھوٹی ہو جائے گی۔",True
کائل نے پچھلے سال کی سب سے زیادہ فروخت ہونے والی کتاب 19.50 ڈالر میں خریدی، جو اصل قیمت پر 25 فیصد رعایت کے ساتھ تھی۔ کتاب کی اصل قیمت کیا تھی؟,26,"اگر 19.50 ڈالر کتاب کی اصل قیمت کا 75% ہے، تو 19.50 / 75 = <<19.5/75=0.26>>0.26 ڈالر کتاب کی اصل قیمت کا 1% ہے۔
لہذا، کتاب کی اصل قیمت 0.26 * 100 = <<0.26*100=26>>26 ڈالر تھی۔",True
میری نے ایک چکن کا کھانا خریدا جس کی قیمت 12 ڈالر تھی، دودھ کے 5 پیکٹ 3 ڈالر فی پیکٹ کے حساب سے، 4 سیب 1.50 ڈالر فی سیب، اور کچھ پیزا کے ڈبے۔ اگر میری نے کل 50 ڈالر ادا کیے تو 8.50 ڈالر فی ڈبہ کے حساب سے اس نے کتنے پیزا کے ڈبے آرڈر کیے؟,2,"چکن کا کھانا = 12 ڈالر
دودھ کے پیکٹ کی قیمت 5 * 3 = $<<5*3=15>>15 تھی۔
سیب کی قیمت 4 * 1.5 = $<<4*1.5=6>>6 تھی۔
لہذا میری نے کل 12 + 15 + 6 = $<<12+15+6=33>>33 خرچ کیے۔
پیزا کے ڈبے کی قیمت 50 - 33 = $<<50-33=17>>17 تھی۔
اس لیے اس نے 17 / 8.5 = <<17/8.5=2>>2 پیزا کے ڈبے آرڈر کیے۔",True
مشکا نے 3 جوڑے شارٹس، 3 جوڑے پتلون اور 3 جوڑے جوتے خریدے۔ ایک جوڑا شارٹس کی قیمت 16.50 ڈالر ہے، ایک جوڑا پتلون کی قیمت 22.50 ڈالر ہے، اور ایک جوڑا جوتے کی قیمت 42 ڈالر ہے۔ مشکا نے تمام کپڑوں پر کتنے ڈالر خرچ کیے؟,243,"ایک جوڑے شارٹس کے لیے، مشکا نے 3 * 16.50 = $<<3*16.50=49.50>>49.50 خرچ کیے۔
ایک جوڑے پتلون کے لیے، مشکا نے 3 * 22.50 = $<<3*22.50=67.50>>67.50 خرچ کیے۔
ایک جوڑے جوتے کے لیے، مشکا نے 3 * 42 = $<<3*42=126>>126 خرچ کیے۔
کل، مشکا نے تمام کپڑوں پر 49.50 + 67.50 + 126 = $<<49.50+67.50+126=243>>243 خرچ کیے۔",True
سنتھیا ہر رات آئس کریم کی ایک سرونگ کھاتی ہے۔ وہ آئس کریم کے کارٹن خریدتی ہے جن میں فی کارٹن 15 سرونگز ہوتی ہیں، اور ہر کارٹن کی قیمت 4 ڈالر ہے۔ 60 دن کے بعد وہ آئس کریم پر کتنا خرچ کرے گی؟,16,"وہ 60 دن تک روزانہ ایک سرونگ آئس کریم کھاتی ہے، اس لیے اسے 60 سرونگز کی ضرورت ہوگی۔
وہ فی کارٹن 15 سرونگز کھاتی ہے، اس لیے اسے 60/15=<<60/15=4>>4 کارٹن خریدنے کی ضرورت ہوگی۔
ہر کارٹن کی قیمت 4 ڈالر ہے، اس لیے وہ 4*4=$<<4*4=16>>16 خرچ کرے گی۔",True
ہنری نے 60 میل کے بائیک سفر کے دوران دو بار رکا۔ پہلی بار 20 میل کے بعد، اور دوسری بار اختتام سے 15 میل پہلے۔ اس نے پہلے اور دوسرے اسٹاپ کے درمیان کتنے میل سفر کیا؟,25,"ہنری 60 میل کا سفر کر رہا تھا، اس لیے اس نے 60-15 = <<60-15=45>>45 میل کا سفر کیا جب وہ دوسری بار رکا۔
پہلے اسٹاپ کے بعد، ہنری 45-20 = <<45-20=25>>25 میل کا سفر کیا۔",True
گلوریا جوتے خرید رہی ہوتی ہے جب اسے ایک ایسا جوڑا ملتا ہے جو اس کے بجٹ میں آتا ہے۔ تاہم، اسے ان بوٹس اور دو جوڑی اونچی ایڑیوں میں سے کسی ایک کا انتخاب کرنا ہے، جن کی مجموعی قیمت بوٹس سے پانچ ڈالر کم ہے۔ اگر ایک جوڑی ایڑیوں کی قیمت 33 ڈالر ہے اور دوسری جوڑی اس سے دوگنا ہے، تو بوٹس کی قیمت کتنی ہے؟,104,"ایک جوڑی اونچی ایڑیوں کی قیمت $33 ہے، اور دوسری جوڑی اس سے دوگنی ہے، اس لیے اس کی قیمت $33 x 2 = $<<33*2=66>>66 ہے۔
دو جوڑی اونچی ایڑیوں کی مجموعی قیمت $66 + $33 = $<<66+33=99>>99 ہے۔
اس کا مطلب ہے کہ بوٹس کی قیمت $99 + $5 = $<<99+5=104>>104 ہے۔",False
ڈیرل اور ایلن کی عمروں کا تناسب 7:11 ہے۔ اگر ان کی موجودہ مجموعی عمر 162 سال ہے، تو 10 سال بعد ایلن کی عمر کیا ہوگی؟,109,"فرض کریں کہ ڈیرل کی عمر 7x ہے اور ایلن کی عمر 11x ہے۔
ان کی مجموعی عمر 162 سال ہے، لہذا 7x + 11x = 162
اس کا مطلب ہے کہ 18x = 162
اس طرح، x = 9
اس طرح، ڈیرل کی عمر 7x = 7 * 9 = <<7*9=63>>63 سال ہے اور ایلن کی عمر 11x = 11 * 9 = <<11*9=99>>99 سال ہے۔
لہذا، 10 سال میں، ایلن کی عمر 99 + 10 = <<99+10=109>>109 سال ہوگی۔",True
گنٹر ایک جار میں جیلی بینز گننے کی کوشش کر رہا ہے۔ وہ اپنے دوستوں سے پوچھتا ہے کہ ان کے خیال میں جار میں کتنے جیلی بینز ہیں۔ ایک دوست کہتا ہے 80۔ دوسرا کہتا ہے کہ پہلے والے کے آدھے سے 20 زیادہ۔ تیسرا کہتا ہے کہ پہلے والے سے 25 فیصد زیادہ۔ ان کے اندازوں کا اوسط کیا ہے؟,80,"دوسرے دوست کا اندازہ 80 / 2 + 20 = <<80/2+20=60>>60 ہے۔
تیسرے دوست کا اندازہ 80 * 1.25 = <<80*1.25=100>>100 ہے۔
ان کے اندازوں کا مجموعہ 80 + 60 + 100 = <<80+60+100=240>>240 ہے۔
ان کے اندازوں کا اوسط 240 / 3 = <<240/3=80>>80 ہے۔",True
جان دس کتوں کی دیکھ بھال کرتا ہے۔ ہر کتے کو روزانہ گھمانے پھرانے میں آدھا گھنٹہ لگتا ہے۔ وہ ایک ہفتے میں کتوں کی دیکھ بھال پر کتنے گھنٹے لگاتا ہے؟,35,وہ ایک ہفتے میں 5 * 7 = <<5*7=35>>35 گھنٹے کتوں کی دیکھ بھال کرتا ہے۔,True
گریچن کے پاس 110 سکے ہیں، جن میں سونے کے سکے چاندی کے سکوں سے 30 زیادہ ہیں۔ اس کے پاس سونے کے کتنے سکے ہیں؟,70,"گریچن کے پاس 110 سکے ہیں جن میں سے چاندی کے 80 ہیں کیونکہ 110 - 30 = <<110-30=80>>80
اس کے پاس سونے کے 30 سکے ہیں کیونکہ 110 - 80 = <<30=30>>30",False
سیوبن کے پاس ہارون سے 2 جواہرات کم ہیں۔ ہارون کے پاس ریمنڈ کے آدھے جواہرات سے 5 جواہرات زیادہ ہیں۔ اگر ریمنڈ کے پاس 40 جواہرات ہیں تو سیوبن کے پاس کتنے جواہرات ہیں؟,23,"ہارون کے پاس 5+40/2=<<5+40/2=25>>25 جواہرات ہیں۔
سیوبن کے پاس 25-2=<<25-2=23>>23 جواہرات ہیں۔",True
