row_idx,question,answer,response,is_correct
10,ایک نئے پروگرام کے پہلے مہینے میں 60 ڈاؤن لوڈز تھے۔ دوسرے مہینے میں ڈاؤن لوڈز کی تعداد پہلے مہینے سے تین گنا تھی، مگر تیسرے مہینے میں یہ 30 فیصد کم ہو گئی۔ ان تین مہینوں میں پروگرام کے کل کتنے ڈاؤن لوڈز ہوئے؟,366,"پہلے مہینے میں ڈاؤن لوڈز کی تعداد 60 تھی۔ دوسرے مہینے میں ڈاؤن لوڈز کی تعداد پہلے مہینے سے تین گنا ہوئی، جو 60 * 3 = 180 ڈاؤن لوڈز ہوئیں۔ تیسرے مہینے میں ڈاؤن لوڈز کی تعداد 30 فیصد کم ہوئی، جو 180 * 0.3 = 54 ڈاؤن لوڈز ہوئیں۔

تیسرے مہینے میں ڈاؤن لوڈز کی تعداد 180 - 54 = 126 ڈاؤن لوڈز ہوئیں۔

اب کل ڈاؤن لوڈز کی تعداد ہے:

60 + 180 + 126 = 366 ڈاؤن لوڈز

لہذا، پروگرام کے تین مہینوں میں کل 366 ڈاؤن لوڈز ہوئیں۔",True
11,تولا بیکری گئی اور کئی طرح کی پیسٹریاں خریدیں۔ اس نے 3 درجن ڈونٹس لیے جن کی قیمت 68 ڈالر فی درجن تھی، 2 درجن منی کپ کیک 80 ڈالر فی درجن کے حساب سے، اور 6 درجن منی چیز کیک 55 ڈالر فی درجن کے حساب سے خریدے۔ کل خرچ کتنے ڈالر ہوا؟,694,"تولا بیکری نے 3 درجن ڈونٹس خریدے جن کی قیمت 68 ڈالر فی درجن تھی۔ 

3 درجن میں 3 x 12 = 36 ڈونٹس ہوتے ہیں۔

اس کے لیے خرچ ہوا 68 ڈالر/درجن x 3 درجن = 204 ڈالر۔

تولا بیکری نے 2 درجن منی کپ کیک بھی خریدے جن کی قیمت 80 ڈالر فی درجن تھی۔

2 درجن میں 2 x 12 = 24 منی کپ کیک ہوتے ہیں۔

اس کے لیے خرچ ہوا 80 ڈالر/درجن x 2 درجن = 160 ڈالر۔

تولا بیکری نے 6 درجن منی چیز کیک بھی خریدے جن کی قیمت 55 ڈالر فی درجن تھی۔

6 درجن میں 6 x 12 = 72 منی چیز کیک ہوتے ہیں۔

اس کے لیے خرچ ہوا 55 ڈالر/درجن x 6 درجن = 330 ڈالر۔

کل خرچ کیا ہے؟ 204 ڈالر + 160 ڈالر + 330 ڈالر = 694 ڈالر۔

لہذا، تولا بیکری نے کل 694 ڈالر خرچ کیے۔",False
12,کارلوس لیموں کا ایک درخت لگا رہا ہے۔ اس درخت کو لگانے پر 90 ڈالر لاگت آئے گی۔ ہر سال اس درخت پر سات لیموں لگیں گے، جنہیں وہ ڈیڑھ ڈالر فی لیموں کے حساب سے بیچ سکتا ہے۔ درخت کی دیکھ بھال پر سالانہ 3 ڈالر خرچ ہوتے ہیں۔ اس لیموں کے درخت سے منافع کمانے میں اسے کتنے سال لگیں گے؟,13,"یہاں ایک مثال ہے:
پہلا سال:
- 7 لیموں کا پیداوار ہوگا
- 7 لیموں * 1.5 ڈالر/لیمون = 10.5 ڈالر
- منافع: 10.5 ڈالر - 3 ڈالر = 7.5 ڈالر
- کل منافع: 7.5 ڈالر

دوسرا سال:
- 7 لیموں کا پیداوار ہوگا
- 7 لیموں * 1.5 ڈالر/لیمون = 10.5 ڈالر
- منافع: 10.5 ڈالر - 3 ڈالر = 7.5 ڈالر
- کل منافع: 7.5 ڈالر + 7.5 ڈالر = 15 ڈالر

تیسرا سال:
- 7 لیموں کا پیداوار ہوگا
- 7 لیموں * 1.5 ڈالر/لیمون = 10.5 ڈالر
- منافع: 10.5 ڈالر - 3 ڈالر = 7.5 ڈالر
- کل منافع: 15 ڈالر + 7.5 ڈالر = 22.5 ڈالر

چوتھا سال:
- 7 لیموں کا پیداوار ہوگا
- 7 لیموں * 1.5 ڈالر/لیمون = 10.5 ڈالر
- منافع: 10.5 ڈالر - 3 ڈالر = 7.5 ڈالر
- کل منافع: 22.5 ڈالر + 7.5 ڈالر = 30 ڈالر

پانچواں سال:
- 7 لیموں کا پیداوار ہوگا
- 7 لیموں * 1.5 ڈالر/لیمون = 10.5 ڈالر
- منافع: 10.5 ڈالر - 3 ڈالر = 7.5 ڈالر
- کل منافع: 30 ڈالر + 7.5 ڈالر = 37.5 ڈالر

چھٹا سال:
- 7 لیموں کا پیداوار ہوگا
- 7 لیموں * 1.5 ڈالر/لیمون = 10.5 ڈالر
- منافع: 10.5 ڈالر - 3 ڈالر = 7.5 ڈالر
- کل منافع: 37.5 ڈالر + 7.5 ڈالر = 45 ڈالر

ساتواں سال:
- 7 لیموں کا پیداوار ہوگا
- 7 لیموں * 1.5 ڈالر/لیمون = 10.5 ڈالر
- منافع: 10.5 ڈالر - 3 ڈالر = 7.5 ڈالر
- کل منافع: 45 ڈالر + 7.5 ڈالر = 52.5 ڈالر

آٹھواں سال:
- 7 لیموں کا پیداوار ہوگا
- 7 لیموں * 1.5 ڈالر/لیمون = 10.5 ڈالر
- منافع: 10.5 ڈالر - 3 ڈالر = 7.5 ڈالر
- کل منافع: 52.5 ڈالر + 7.5 ڈالر = 60 ڈالر

نوواں سال:
- 7 لیموں کا پیداوار ہوگا
- 7 لیموں * 1.5 ڈالر/لیمون = 10.5 ڈالر
- منافع: 10.5 ڈالر - 3 ڈالر = 7.5 ڈالر
- کل منافع: 60 ڈالر + 7.5 ڈالر = 67.5 ڈالر

دسواں سال:
- 7 لیموں کا پیداوار ہوگا
- 7 لیموں * 1.5 ڈالر/لیمون = 10.5 ڈالر
- منافع: 10.5 ڈالر - 3 ڈالر = 7.5 ڈالر
- کل منافع: 67.5 ڈالر + 7.5 ڈالر = 75 ڈالر

اڑھتیسواں سال:
- 7 لیموں کا پیداوار ہوگا
- 7 لیموں * 1.5 ڈالر/لیمون = 10.5 ڈالر
- منافع: 10.5 ڈالر - 3 ڈالر = 7.5 ڈالر
- کل منافع: 75 ڈالر + 7.5 ڈالر = 82.5 ڈالر

بیسواں سال:
- 7 لیموں کا پیداوار ہوگا
- 7 لیموں * 1.5 ڈالر/لیمون = 10.5 ڈالر
- منافع: 10.5 ڈالر - 3 ڈالر = 7.5 ڈالر
- کل منافع: 82.5 ڈالر + 7.5 ڈالر = 90 ڈالر

اس طرح، 10 سال بعد، منافع 90 ڈالر ہوگا، جو درخت کی لاگت سے برابر ہے۔ لہذا، کارلوس کو 10 سال لگے گا جب تک وہ منافع کمانے کے لیے درخت کو لگانے کے بعد اسے ایک منافع بخش تجارت بنانے کے لیے کافی ہوگا۔",False
13,میلانی گھر گھر جا کر سامان بیچنے والی ایک سیلز وومن ہے۔ اس نے اپنے ایک تہائی ویکیوم کلینر سبز گھر میں، 2 مزید لال گھر میں، اور باقی بچ جانے والوں میں سے آدھے نارنجی گھر میں بیچ دیئے۔ اگر میلانی کے پاس 5 ویکیوم کلینر باقی بچے ہیں، تو شروع میں اس کے پاس کل کتنے ویکیوم کلینر تھے؟,18,"میلانی کے پاس شروع میں تین گھروں میں سے ایک گھر میں ایک تہائی ویکیوم کلینر تھے، یعنی 1/3 * 3 = 1 ویکیوم کلینر تھا۔

اس کے بعد، اس نے 2 مزید لال گھروں میں بیچ دیئے، اور اس کے پاس اب 1 + 2 = 3 ویکیوم کلینر باقی رہ گئے۔

اب، اگر اس کے پاس 5 ویکیوم کلینر باقی بچے ہیں، تو اس نے 2 گھروں میں آدھے ویکیوم کلینر بیچ دیئے ہیں۔ یہ مطلب ہے کہ اس نے 5 + 2 = 7 ویکیوم کلینر بیچ دیئے ہیں۔

اس سے پہلے، اس کے پاس 3 ویکیوم کلینر باقی تھے، لیکن اس نے 7 بیچ دیئے تھے، جو کہ شروع میں اس کے پاس تھے، یعنی 3 + 7 = 10 ویکیوم کلینر۔

یہ مطلب ہے کہ میلانی کے پاس شروع میں 10 ویکیوم کلینر تھے۔",False
14,ایک 20 طلباء کی ڈانس کلاس میں، 20 فیصد نے معاصر ڈانس میں داخلہ لیا، باقی میں سے 25 فیصد نے جاز ڈانس میں داخلہ لیا، اور باقی تمام طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا۔ پوری کلاس کے کتنے فیصد طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا؟,60,"پہلے، 20 طلباء میں سے 20 فیصد نے معاصر ڈانس میں داخلہ لیا، جو 20/100 * 20 = 4 طلباء ہیں۔

باقی طلباء میں سے 25 فیصد نے جاز ڈانس میں داخلہ لیا، جو 25/100 * (20 - 4) = 25/100 * 16 = 4 طلباء ہیں۔

اب، 20 طلباء میں سے 4 + 4 = 8 طلباء نے معاصر اور جاز ڈانس میں داخلہ لیا ہے۔

باقی طلباء 20 - 8 = 12 ہیں، اور وہ سب ہپ ہاپ ڈانس میں داخل ہوئے ہیں۔

تہہ خط کی تعداد 12 ہے، اور یہ پوری کلاس کے 100 فیصد کا 12/20 * 100 = 60 فیصد ہے۔

لہذا، پوری کلاس کے 60 فیصد طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا ہے۔",True
15,"ایک تاجر دو خریداری کے منصوبوں میں سے انتخاب کرنا چاہتا ہے: 5,000 ڈالر کے زیورات یا 8,000 ڈالر کے الیکٹرانک آلات۔ اس کا مالی مشیر اندازہ لگاتا ہے کہ اسی مہینے میں زیورات کی مارکیٹ میں 2.5 فیصد اور الیکٹرانک آلات کی مارکیٹ میں 1.2 فیصد اضافہ ہوگا۔ اگر تاجر اس مہینے کے آخر تک زیادہ سے زیادہ منافع حاصل کرنا چاہتا ہے تو یہ منافع کتنے ڈالر کا ہوگا؟",125,"یہاں سے مسئلہ حل کیا جائے گا:

زیورات کی مارکیٹ میں 2.5 فیصد اضافہ ہوگا، جس سے منافع 5,000 * 0.025 = 125 ڈالر میں ہوگا۔

الیکٹرانک آلات کی مارکیٹ میں 1.2 فیصد اضافہ ہوگا، جس سے منافع 8,000 * 0.012 = 96 ڈالر میں ہوگا۔

تاجر زیادہ سے زیادہ منافع حاصل کرنا چاہتا ہے، لہذا اس میں سے زیادہ منافع والا منصوبہ ہی چنا چاہیے۔ 

اس لیے، زیورات کی خریداری 125 ڈالر کے منافع کے ساتھ زیادہ منافع والی ہے۔",True
16,دو ٹرینیں سان رافیل سے ایک ہی وقت میں روانہ ہوتی ہیں۔ وہ مغرب کی طرف 80 میل کا سفر کرتی ہیں۔ اگلے دن، وہ شمال کی طرف 150 میل کا فاصلہ طے کرتی ہیں۔ دو دنوں میں ہر ٹرین نے کتنا فاصلہ طے کیا؟,230,"یہاں کے مسئلے کو حل کرنے کے لئے، ہم دو ٹرینوں کے سفر کو الگ الگ حساب کر سکتے ہیں۔

پہلا دن، دونوں ٹرینوں نے 80 میل کا سفر کیا، جو کہ 80 میل ہے۔

دوسرے دن، دونوں ٹرینوں نے 150 میل کا سفر کیا، جو کہ 150 میل ہے۔

ہر ٹرین کا کل سفر 80 + 150 = 230 میل ہے۔",True
17,جل کو پڑھانے کے لیے 20 ڈالر فی گھنٹہ اور چیئرلیڈنگ کی کوچنگ کے لیے 30 ڈالر فی گھنٹہ ملتے ہیں۔ اگر وہ سال میں 50 ہفتے، ہر ہفتے 35 گھنٹے استاد کے طور پر اور 15 گھنٹے کوچ کے طور پر کام کرتی ہے تو اس کی سالانہ تنخواہ کتنی ہوگی؟,57500,"جل کی سالانہ تنخواہ کا حساب لگانے کے لیے، پہلے ہر گھنٹے کا معاوضہ معلوم کریں۔ 

جل کو پڑھانے کے لیے 20 ڈالر فی گھنٹہ اور چیئرلیڈنگ کی کوچنگ کے لیے 30 ڈالر فی گھنٹہ ملتے ہیں۔

میدان میں اس کی کل تنخواہ 20 + 30 = 50 ڈالر فی گھنٹہ ہے۔

اب، ہر ہفتے، وہ 35 گھنٹے پڑھاتی ہے اور 15 گھنٹے چیئر لیڈنگ کی کوچنگ کرتے ہیں۔

ہفتے میں اس کی کل گھنٹے 35 + 15 = 50 ہیں۔

سال میں، وہ 50 ہفتے کام کرتی ہے۔

ہر ہفتے، اس کی تنخواہ 50 * 50 = 2500 ڈالر ہوگی۔

سال بھر، اس کی کل تنخواہ 2500 * 50 = 125,000 ڈالر ہوگی۔",False
18,کلیئر ہر صبح ناشتے کے لیے تین انڈوں کا آملیٹ بناتی ہے۔ وہ چار ہفتوں میں کتنے درجن انڈے کھائے گی؟,7,"اگر کلر ایک دن میں 3 انڈوں کا آملیٹ بناتی ہے، تو اس کے پاس ہفتے میں 3 x 7 = 21 انڈوں کا آملیٹ ہوتا ہے۔

چنانچے، چار ہفتوں میں، کلر 21 x 4 = 84 انڈوں کا آملیٹ بنائے گی۔

یہ 84 / 3 = 28 درجن انڈے ہیں۔",False
19,ماریسا 12 میل کی پگڈنڈی پر ہائکنگ کر رہی ہے۔ اس نے پہلے 4 میل طے کرنے میں 1 گھنٹہ لگایا، پھر اگلے 2 میل طے کرنے میں ایک اور گھنٹہ لگا۔ اگر وہ اپنی اوسط رفتار 4 میل فی گھنٹہ رکھنا چاہتی ہے، تو باقی فاصلے کو طے کرنے کے لیے اسے کس رفتار (میل فی گھنٹہ میں) چلنا ہوگا؟,6,"ماریسا نے پہلے 4 میل طے کرنے میں 1 گھنٹہ لگایا، پھر اگلے 2 میل طے کرنے میں ایک اور گھنٹہ لگا۔ اس لیے اس نے اب تک 4 + 2 = 6 میل طے کر لیے ہیں۔

مجموعی فاصلہ 12 میل ہے، لہذا باقی فاصلہ 12 - 6 = 6 میل ہے۔

اگر وہ اپنی اوسط رفتار 4 میل فی گھنٹہ رکھنا چاہتی ہے، تو وہ 12 میل کے لیے 12 / 4 = 3 گھنٹے لگائے گی۔

اس لیے، وہ باقی 6 میل کو طے کرنے کے لیے 3 - 2 = 1 گھنٹے میں چلنی چاہیے۔

1 گھنٹے میں چلنے کے لیے، وہ 6 / 1 = 6 میل فی گھنٹہ کی رفتار سے چلنی چاہیے۔",True
