question,answer,response,is_correct
ایک نئے پروگرام کے پہلے مہینے میں 60 ڈاؤن لوڈز تھے۔ دوسرے مہینے میں ڈاؤن لوڈز کی تعداد پہلے مہینے سے تین گنا تھی، مگر تیسرے مہینے میں یہ 30 فیصد کم ہو گئی۔ ان تین مہینوں میں پروگرام کے کل کتنے ڈاؤن لوڈز ہوئے؟,366,"ایک نئے پروگرام کے پہلے مہینے میں 60 ڈاؤن لوڈز تھے۔ دوسرے مہینے میں ڈاؤن لوڈز کی تعداد پہلے مہینے سے تین گنا تھی، مگر تیسرے مہینے میں یہ 30 فیصد کم ہو گئی۔ ان تین مہینوں میں پروگرام کے کل کتنے ڈاؤن لوڈز ہوئے؟

### Solution:
Reasoning: پہلا مہینہ:
60
دوسرا مہینہ:
60 × 3 = 180
تیسرا مہینہ:
180 × 0.7 = 126
کل ڈاؤن لوڈز:
60 + 180 + 126 = 366
Answer: 366",True
تولا بیکری گئی اور کئی طرح کی پیسٹریاں خریدیں۔ اس نے 3 درجن ڈونٹس لیے جن کی قیمت 68 ڈالر فی درجن تھی، 2 درجن منی کپ کیک 80 ڈالر فی درجن کے حساب سے، اور 6 درجن منی چیز کیک 55 ڈالر فی درجن کے حساب سے خریدے۔ کل خرچ کتنے ڈالر ہوا؟,694,"تولا بیکری گئی اور کئی طرح کی پیسٹریاں خریدیں۔ اس نے 3 درجن ڈونٹس لیے جن کی قیمت 68 ڈالر فی درجن تھی، 2 درجن منی کپ کیک 80 ڈالر فی درجن کے حساب سے، اور 6 درجن منی چیز کیک 55 ڈالر فی درجن کے حساب سے خریدے۔ کل خرچ کتنے ڈالر ہوا؟

### Response:
ہم سب سے پہلے 3 درجن ڈونٹس کی قیمت کا حساب لگاتے ہیں: 
3 x 68 = 204 ڈالر

پھر 2 درجن منی کپ کیک کی قیمت کا حساب لگاتے ہیں: 
2 x 80 = 160 ڈالر

آخر میں ، 6 درجن منی چیز کیک کی قیمت کا حساب لگاتے ہیں: 
6 x 55 = 330 ڈالر

3، 2، اور 6 درجن کی خریداری کے لئے کل قیمت کا حساب لگانے کے لئے، ہم ان اقدار کو ایک ساتھ شامل کرتے ہیں: 
204 + 160 + 330 = 694 ڈالر

لہذا ، تولا بیکری سے خریدی گئی تمام پیسٹریوں کے لئے کل خرچ 694 ڈالر ہے۔",True
کارلوس لیموں کا ایک درخت لگا رہا ہے۔ اس درخت کو لگانے پر 90 ڈالر لاگت آئے گی۔ ہر سال اس درخت پر سات لیموں لگیں گے، جنہیں وہ ڈیڑھ ڈالر فی لیموں کے حساب سے بیچ سکتا ہے۔ درخت کی دیکھ بھال پر سالانہ 3 ڈالر خرچ ہوتے ہیں۔ اس لیموں کے درخت سے منافع کمانے میں اسے کتنے سال لگیں گے؟,13,"کارلوس لیموں کا ایک درخت لگا رہا ہے۔ اس درخت کو لگانے پر 90 ڈالر لاگت آئے گی۔ ہر سال اس درخت پر سات لیموں لگیں گے، جنہیں وہ ڈیڑھ ڈالر فی لیموں کے حساب سے بیچ سکتا ہے۔ درخت کی دیکھ بھال پر سالانہ 3 ڈالر خرچ ہوتے ہیں۔ اس لیموں کے درخت سے منافع کمانے میں اسے کتنے سال لگیں گے؟

### حل:
ہر سال، 1.5 لیموں کی قیمت میں سے 3 ڈالر کا دیکھ بھال کا خرچ کرتے ہیں، لہذا 1.5 لیموں کی قیمت میں سے 1.5 ڈالر منافع ہوتا ہے. ہر سال 1.5 لیموں پیدا ہوتے ہیں ، لہذا ہر سال 1.5 منافع ہوتا ہے۔ منافع کا حساب اس طرح لگایا جاتا ہے:
منافع = 1.5 لیموں * 1.5 ڈالر / لیموں - 3 ڈالر / سال
منافع = 2.25 ڈالر - 3 ڈالر
منافع = -0.75 ڈالر / سال
اس طرح، منافع کا حساب اس طرح لگایا جاتا ہے:
منافع = 90 ڈالر - (0.75 ڈالر / سال) * x
x کو حل کرنے سے پتہ چلتا ہے کہ منافع صفر ہونے کے لئے x = 120 سال ہے۔ لہذا ، اس لیموں کے درخت سے منافع کمانے میں اسے 120 سال لگیں گے۔",False
میلانی گھر گھر جا کر سامان بیچنے والی ایک سیلز وومن ہے۔ اس نے اپنے ایک تہائی ویکیوم کلینر سبز گھر میں، 2 مزید لال گھر میں، اور باقی بچ جانے والوں میں سے آدھے نارنجی گھر میں بیچ دیئے۔ اگر میلانی کے پاس 5 ویکیوم کلینر باقی بچے ہیں، تو شروع میں اس کے پاس کل کتنے ویکیوم کلینر تھے؟,18,"میلانی گھر گھر جا کر سامان بیچنے والی ایک سیلز وومن ہے۔ اس نے اپنے ایک تہائی ویکیوم کلینر سبز گھر میں، 2 مزید لال گھر میں، اور باقی بچ جانے والوں میں سے آدھے نارنجی گھر میں بیچ دیئے۔ اگر میلانی کے پاس 5 ویکیوم کلینر باقی بچے ہیں، تو شروع میں اس کے پاس کل کتنے ویکیوم کلینر تھے؟

### Answer:
Reasoning: کل ویکیوم کلینر:
1/2 + 2 + 1/2 = 2 + 2 + 1/2 = 3 + 1/2 = 3.5
باقی ویکیوم کلینر:
5
شروع میں ویکیوم کلینر:
3.5 / 5 = 0.7
Answer: 0.7",False
ایک 20 طلباء کی ڈانس کلاس میں، 20 فیصد نے معاصر ڈانس میں داخلہ لیا، باقی میں سے 25 فیصد نے جاز ڈانس میں داخلہ لیا، اور باقی تمام طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا۔ پوری کلاس کے کتنے فیصد طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا؟,60,"ایک 20 طلباء کی ڈانس کلاس میں، 20 فیصد نے معاصر ڈانس میں داخلہ لیا، باقی میں سے 25 فیصد نے جاز ڈانس میں داخلہ لیا، اور باقی تمام طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا۔ پوری کلاس کے کتنے فیصد طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا؟

### حل:
ہم دیکھتے ہیں کہ 20 طلباء میں سے 4 (20٪) نے معاصر ڈانس میں داخلہ لیا، اور 5 (25٪) نے جاز ڈانس میں داخلہ لیا. اس کا مطلب یہ ہے کہ 20 - 4 - 5 = 11 طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا۔

لہذا ، 11 طلباء کے 20 کے کل طلباء میں سے ہپ ہاپ ڈانس میں داخلہ لینے کے تناسب کے لئے ، ہم 11 / 20 کو فیصد کے طور پر بیان کرتے ہیں۔ اس تناسب کو 100 سے گنا کرکے ، ہم حاصل کرتے ہیں: 

11/20 * 100 = 55٪

لہذا ، 20 طلباء کی کلاس کے تقریبا 55٪ طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا۔",False
"ایک تاجر دو خریداری کے منصوبوں میں سے انتخاب کرنا چاہتا ہے: 5,000 ڈالر کے زیورات یا 8,000 ڈالر کے الیکٹرانک آلات۔ اس کا مالی مشیر اندازہ لگاتا ہے کہ اسی مہینے میں زیورات کی مارکیٹ میں 2.5 فیصد اور الیکٹرانک آلات کی مارکیٹ میں 1.2 فیصد اضافہ ہوگا۔ اگر تاجر اس مہینے کے آخر تک زیادہ سے زیادہ منافع حاصل کرنا چاہتا ہے تو یہ منافع کتنے ڈالر کا ہوگا؟",125,"ایک تاجر دو خریداری کے منصوبوں میں سے انتخاب کرنا چاہتا ہے: 5,000 ڈالر کے زیورات یا 8,000 ڈالر کے الیکٹرانک آلات۔ اس کا مالی مشیر اندازہ لگاتا ہے کہ اسی مہینے میں زیورات کی مارکیٹ میں 2.5 فیصد اور الیکٹرانک آلات کی مارکیٹ میں 1.2 فیصد اضافہ ہوگا۔ اگر تاجر اس مہینے کے آخر تک زیادہ سے زیادہ منافع حاصل کرنا چاہتا ہے تو یہ منافع کتنے ڈالر کا ہوگا؟

### حل:
زیورات کی خریداری کے لئے منافع:
(5,000 * 0.025) = 125 ڈالر
الیکٹرانک آلات کی خریداری کے لئے منافع:
(8,000 * 0.012) = 96 ڈالر

زیورات کی خریداری زیادہ منافع کے ساتھ آتی ہے ، لہذا یہ تاجر کے لئے بہتر انتخاب ہوگا۔",True
دو ٹرینیں سان رافیل سے ایک ہی وقت میں روانہ ہوتی ہیں۔ وہ مغرب کی طرف 80 میل کا سفر کرتی ہیں۔ اگلے دن، وہ شمال کی طرف 150 میل کا فاصلہ طے کرتی ہیں۔ دو دنوں میں ہر ٹرین نے کتنا فاصلہ طے کیا؟,230,"دو ٹرینیں سان رافیل سے ایک ہی وقت میں روانہ ہوتی ہیں۔ وہ مغرب کی طرف 80 میل کا سفر کرتی ہیں۔ اگلے دن، وہ شمال کی طرف 150 میل کا فاصلہ طے کرتی ہیں۔ دو دنوں میں ہر ٹرین نے کتنا فاصلہ طے کیا؟

### حل:
پہلی ٹرین کا پہلا دن کا فاصلہ 80 میل ہے۔
دوسری ٹرین کا پہلا دن کا فاصلہ 80 میل ہے۔
دو دنوں میں دونوں ٹرینیں 80 + 150 = 230 میل کا فاصلہ طے کرتی ہیں۔",True
جل کو پڑھانے کے لیے 20 ڈالر فی گھنٹہ اور چیئرلیڈنگ کی کوچنگ کے لیے 30 ڈالر فی گھنٹہ ملتے ہیں۔ اگر وہ سال میں 50 ہفتے، ہر ہفتے 35 گھنٹے استاد کے طور پر اور 15 گھنٹے کوچ کے طور پر کام کرتی ہے تو اس کی سالانہ تنخواہ کتنی ہوگی؟,57500,"جل کو پڑھانے کے لیے 20 ڈالر فی گھنٹہ اور چیئرلیڈنگ کی کوچنگ کے لیے 30 ڈالر فی گھنٹہ ملتے ہیں۔ اگر وہ سال میں 50 ہفتے، ہر ہفتے 35 گھنٹے استاد کے طور پر اور 15 گھنٹے کوچ کے طور پر کام کرتی ہے تو اس کی سالانہ تنخواہ کتنی ہوگی؟

### حل:
سالانہ تنخواہ = (استاد کے گھنٹوں کی تعداد x فی گھنٹہ کی شرح) + (کوچنگ گھنٹوں کی تعداد x فی گھنٹہ کی شرح)
سالانہ تنخواہ = (50 ہفتوں x 35 گھنٹوں x $ 20 فی گھنٹہ) + (50 ہفتوں x 15 گھنٹوں x $ 30 فی گھنٹہ)
سالانہ تنخواہ = (5000 ڈالر + 1500 ڈالر) + (7500 ڈالر + 4500 ڈالر)
سالانہ تنخواہ = 11000 ڈالر + 12000 ڈالر
سالانہ تنخواہ = $ 23000

لہذا، اس کی سالانہ تنخواہ $ 23,000 ہوگی.",False
کلیئر ہر صبح ناشتے کے لیے تین انڈوں کا آملیٹ بناتی ہے۔ وہ چار ہفتوں میں کتنے درجن انڈے کھائے گی؟,7,"کلیئر ہر صبح ناشتے کے لیے تین انڈوں کا آملیٹ بناتی ہے۔ وہ چار ہفتوں میں کتنے درجن انڈے کھائے گی؟ a) 12 b) 14 c) 16

Answer: b) 14",False
ماریسا 12 میل کی پگڈنڈی پر ہائکنگ کر رہی ہے۔ اس نے پہلے 4 میل طے کرنے میں 1 گھنٹہ لگایا، پھر اگلے 2 میل طے کرنے میں ایک اور گھنٹہ لگا۔ اگر وہ اپنی اوسط رفتار 4 میل فی گھنٹہ رکھنا چاہتی ہے، تو باقی فاصلے کو طے کرنے کے لیے اسے کس رفتار (میل فی گھنٹہ میں) چلنا ہوگا؟,6,"ماریسا 12 میل کی پگڈنڈی پر ہائکنگ کر رہی ہے۔ اس نے پہلے 4 میل طے کرنے میں 1 گھنٹہ لگایا، پھر اگلے 2 میل طے کرنے میں ایک اور گھنٹہ لگا۔ اگر وہ اپنی اوسط رفتار 4 میل فی گھنٹہ رکھنا چاہتی ہے، تو باقی فاصلے کو طے کرنے کے لیے اسے کس رفتار (میل فی گھنٹہ میں) چلنا ہوگا؟

### حل:
پہلے 4 میل کو طے کرنے میں 1 گھنٹہ لگا، لہذا اوسط رفتار 4 میل فی گھنٹہ ہے۔
اگلے 2 میل کو طے کرنے میں ایک گھنٹہ لگا، لہذا اوسط رفتار 2 میل فی گھنٹہ ہے.
مجموعی طور پر، 12 میل کو 2 + 4 = 6 گھنٹوں میں طے کیا گیا.
باقی فاصلہ 12 - 6 = 6 میل ہے.
اس رفتار سے 6 میل کو طے کرنے کے لئے، اسے 6 میل فی گھنٹہ کی رفتار سے چلنا ہوگا.",True
میرے پاس 10 لیٹر نارنجی مشروب ہے جو دو تہائی پانی پر مشتمل ہے، اور میں اسے 15 لیٹر انناس کے مشروب میں شامل کرنا چاہتا ہوں جو تین پانچواں حصہ پانی ہے۔ لیکن جب میں اسے ڈالتا ہوں تو ایک لیٹر نارنجی مشروب گر جاتا ہے۔ باقی 24 لیٹر میں کتنا پانی ہوگا؟,15,"میرے پاس 10 لیٹر نارنجی مشروب ہے جو دو تہائی پانی پر مشتمل ہے، اور میں اسے 15 لیٹر انناس کے مشروب میں شامل کرنا چاہتا ہوں جو تین پانچواں حصہ پانی ہے۔ لیکن جب میں اسے ڈالتا ہوں تو ایک لیٹر نارنجی مشروب گر جاتا ہے۔ باقی 24 لیٹر میں کتنا پانی ہوگا؟

### Response:
ہم سب سے پہلے نارنجی اور انناس کے مشروبات کے حجم کا خلاصہ کریں گے:

نارنجی کا مشروب: 10 لیٹر
انناس کا مشروب: 15 لیٹر

ہم ان مشروبات کے حجم کے تناسب کو تلاش کرنا چاہتے ہیں:

نارنجی کا مشروب: 10 لیٹر
انناس کا مشروب: 15 لیٹر
نارنجی کا مشروب: 2/3
انناس کا مشروب: 3/5

اب، ہم پانی کے حصوں کے تناسب کو تلاش کریں گے:

نارنجی کا مشروب: 2/3 پانی
انناس کا مشروب: 3/5 پانی

ہم اس تناسب کو نارنجی اور انناس کے مشروبات کے حجم کے تناسب کے ساتھ ملانے کے لئے ایک عام عنصر تلاش کرنے کے لئے استعمال کرسکتے ہیں:

نارنجی کا مشروب: (10 * 2)/6 = 20/6 = 10/3 پانی
انناس کا مشروب: (15 * 3)/5 = 45/5 = 9/1 پانی

اب، ہم مشروبات کو ملا کر پانی کے کل حصے کا حساب لگا سکتے ہیں:

(10/3 + 9/1) پانی = (10/3 + 27/3) پانی = 37/3 پانی

اب، ہم اسے لیٹرز میں تبدیل کرسکتے ہیں:

(37/3) لیٹر پانی = (37/3) * (3 لیٹر / 1) = 37 لیٹر پانی

آخر میں ، 24 لیٹر میں 37 لیٹر پانی ہے ، لہذا 37 - 24 = 13 لیٹر پانی ہے۔ لہذا، 24 لیٹر میں 13 لیٹر پانی ہے.",False
