row_idx,question,answer,response,is_correct
10,ایک نئے پروگرام کے پہلے مہینے میں 60 ڈاؤن لوڈز تھے۔ دوسرے مہینے میں ڈاؤن لوڈز کی تعداد پہلے مہینے سے تین گنا تھی، مگر تیسرے مہینے میں یہ 30 فیصد کم ہو گئی۔ ان تین مہینوں میں پروگرام کے کل کتنے ڈاؤن لوڈز ہوئے؟,366,"<reasoning>
پہلے مہینے میں 60 ڈاؤن لوڈز تھے۔  
دوسرے مہینے میں ڈاؤن لوڈز کی تعداد پہلے مہینے سے تین گنا تھی، جو 60 × 3 = 180 ہے۔  
تیسرے مہینے میں ڈاؤن لوڈز کی تعداد 30 فیصد کم ہو گئی، جو 180 × (1 - 0.30) = 180 × 0.70 = 126 ہے۔  
تین مہینوں کے کل ڈاؤن لوڈز = 60 + 180 + 126 = 366 ہیں۔
</reasoning>

<SOLUTION>366 ڈاؤن لوڈز</SOLUTION>",True
11,تولا بیکری گئی اور کئی طرح کی پیسٹریاں خریدیں۔ اس نے 3 درجن ڈونٹس لیے جن کی قیمت 68 ڈالر فی درجن تھی، 2 درجن منی کپ کیک 80 ڈالر فی درجن کے حساب سے، اور 6 درجن منی چیز کیک 55 ڈالر فی درجن کے حساب سے خریدے۔ کل خرچ کتنے ڈالر ہوا؟,694,"<reasoning>
تولا نے 3 درجن ڈونٹس لیے جن کی قیمت 68 ڈالر فی درجن تھی، اس لیے 3 × 68 = 204 ڈالر خرچ ہوئے۔  
2 درجن منی کپ کیک لیے جن کی قیمت 80 ڈالر فی درجن تھی، اس لیے 2 × 80 = 160 ڈالر خرچ ہوئے۔  
6 درجن منی چیز کیک لیے جن کی قیمت 55 ڈالر فی درجن تھی، اس لیے 6 × 55 = 330 ڈالر خرچ ہوئے۔  
کل خرچ = 204 + 160 + 330 = 694 ڈالر
</reasoning>

<SOLUTION>694 ڈالر</SOLUTION>",True
12,کارلوس لیموں کا ایک درخت لگا رہا ہے۔ اس درخت کو لگانے پر 90 ڈالر لاگت آئے گی۔ ہر سال اس درخت پر سات لیموں لگیں گے، جنہیں وہ ڈیڑھ ڈالر فی لیموں کے حساب سے بیچ سکتا ہے۔ درخت کی دیکھ بھال پر سالانہ 3 ڈالر خرچ ہوتے ہیں۔ اس لیموں کے درخت سے منافع کمانے میں اسے کتنے سال لگیں گے؟,13,"<reasoning>
کارلوس نے ایک درخت لگایا جس کی لاگت 90 ڈالر ہے۔ ہر سال اس درخت سے 7 لیموں حاصل ہوتی ہیں، جنہیں وہ ڈیڑھ ڈالر فی لیموں کے حساب سے بیچ سکتا ہے۔ اس کے علاوہ درخت کی دیکھ بھال پر سالانہ 3 ڈالر خرچ ہوتے ہیں۔

ہر سال کا کل منافع = (7 × 1.5) - 3 = 10.5 - 3 = 7.5 ڈالر

کل لاگت = 90 ڈالر

منافع کمانے کے لیے کتنے سال لگیں گے؟

سال = کل لاگت / ہر سال کا منافع = 90 / 7.5 = 12 سال
</reasoning>

<SOLUTION>12 سال</SOLUTION>",False
13,میلانی گھر گھر جا کر سامان بیچنے والی ایک سیلز وومن ہے۔ اس نے اپنے ایک تہائی ویکیوم کلینر سبز گھر میں، 2 مزید لال گھر میں، اور باقی بچ جانے والوں میں سے آدھے نارنجی گھر میں بیچ دیئے۔ اگر میلانی کے پاس 5 ویکیوم کلینر باقی بچے ہیں، تو شروع میں اس کے پاس کل کتنے ویکیوم کلینر تھے؟,18,"<reasoning>
میلانی نے اپنے ایک تہائی ویکیوم کلینر سبز گھر میں، 2 مزید لال گھر میں، اور باقی بچ جانے والوں میں سے آدھے نارنجی گھر میں بیچ دیئے۔ اس کے پاس 5 ویکیوم کلینر باقی بچے ہیں۔

ہمیں یہ پتہ چلنا ہے کہ میلانی کے پاس کل کتنے ویکیوم کلینر تھے۔ ہم اس کے بیچے ہوئے ویکیوم کلینر کی تعداد کو اس طرح پتہ کریں گے:

- ایک تہائی ویکیوم کلینر سبز گھر میں بیچ دیئے گئے۔
- 2 مزید لال گھر میں بیچ دیئے گئے۔
- باقی بچ جانے والوں میں سے آدھے نارنجی گھر میں بیچ دیئے گئے۔
- باقی 5 ویکیوم کلینر باقی بچے ہیں۔

ہمیں اس کے کل ویکیوم کلینر کی تعداد پتہ کرنی ہے۔ اس کے لیے ہم اس طرح سوچیں گے:

1. میلانی کے پاس کل ویکیوم کلینر = 1/3 + 2 + 1/2 + 5
2. 1/3 + 1/2 = 5/6
3. 5/6 + 2 + 5 = 5/6 + 7 = 5/6 + 42/6 = 47/6
4. 47/6 = 7.8333
5. اس سے پتہ چلتا ہے کہ میلانی کے پاس کل 12 ویکیوم کلینر تھے۔

</reasoning>

<SOLUTION>12</SOLUTION>",False
14,ایک 20 طلباء کی ڈانس کلاس میں، 20 فیصد نے معاصر ڈانس میں داخلہ لیا، باقی میں سے 25 فیصد نے جاز ڈانس میں داخلہ لیا، اور باقی تمام طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا۔ پوری کلاس کے کتنے فیصد طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا؟,60,"<reasoning>
ہمیں 20 طلباء کی ڈانس کلاس کے بارے میں دیا گیا ہے۔ اب ہم یہ پتہ لگانا چاہتے ہیں کہ کتنے فیصد طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا۔

1. پہلے 20 فیصد طلباء نے معاصر ڈانس میں داخلہ لیا۔  
   - 20 فیصد کے لیے 20 × 20% = 4 طلباء۔

2. باقی طلباء کی تعداد = 20 - 4 = 16 طلباء۔

3. باقی میں سے 25 فیصد نے جاز ڈانس میں داخلہ لیا۔  
   - 25 فیصد کے لیے 16 × 25% = 4 طلباء۔

4. اب باقی طلباء = 16 - 4 = 12 طلباء۔

5. یہ 12 طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا۔  
   - ہپ ہاپ ڈانس میں داخلہ لیا ہوا طلباء کا فیصد = (12 / 20) × 100 = 60%۔
</reasoning>

<SOLUTION>60%</SOLUTION>",True
15,"ایک تاجر دو خریداری کے منصوبوں میں سے انتخاب کرنا چاہتا ہے: 5,000 ڈالر کے زیورات یا 8,000 ڈالر کے الیکٹرانک آلات۔ اس کا مالی مشیر اندازہ لگاتا ہے کہ اسی مہینے میں زیورات کی مارکیٹ میں 2.5 فیصد اور الیکٹرانک آلات کی مارکیٹ میں 1.2 فیصد اضافہ ہوگا۔ اگر تاجر اس مہینے کے آخر تک زیادہ سے زیادہ منافع حاصل کرنا چاہتا ہے تو یہ منافع کتنے ڈالر کا ہوگا؟",125,"<reasoning>
تاجر دو خریداری کے منصوبوں میں سے ایک کو انتخاب کرنا چاہتا ہے: 5,000 ڈالر کے زیورات یا 8,000 ڈالر کے الیکٹرانک آلات۔ مالی مشیر کے مطابق زیورات کی مارکیٹ میں 2.5 فیصد اور الیکٹرانک آلات کی مارکیٹ میں 1.2 فیصد اضافہ ہوگا۔ تاجر کو اس مہینے کے آخر تک زیادہ سے زیادہ منافع حاصل کرنا چاہیے۔

زیورات کا منافع = 5,000 × 2.5% = 5,000 × 0.025 = 125 ڈالر  
الیکٹرانک آلات کا منافع = 8,000 × 1.2% = 8,000 × 0.012 = 96 ڈالر  

زیورات کا منافع زیادہ ہے، اس لیے تاجر زیورات کو خریدے گا۔
</reasoning>

<SOLUTION>125 ڈالر</SOLUTION>",True
16,دو ٹرینیں سان رافیل سے ایک ہی وقت میں روانہ ہوتی ہیں۔ وہ مغرب کی طرف 80 میل کا سفر کرتی ہیں۔ اگلے دن، وہ شمال کی طرف 150 میل کا فاصلہ طے کرتی ہیں۔ دو دنوں میں ہر ٹرین نے کتنا فاصلہ طے کیا؟,230,"<reasoning>
ہر ٹرین نے پہلے دن 80 میل اور دوسرے دن 150 میل کا سفر کیا۔ ہر ٹرین کے لیے کل فاصلہ 80 میل + 150 میل ہوگا۔
</reasoning>

<SOLUTION>230 میل</SOLUTION>",True
17,جل کو پڑھانے کے لیے 20 ڈالر فی گھنٹہ اور چیئرلیڈنگ کی کوچنگ کے لیے 30 ڈالر فی گھنٹہ ملتے ہیں۔ اگر وہ سال میں 50 ہفتے، ہر ہفتے 35 گھنٹے استاد کے طور پر اور 15 گھنٹے کوچ کے طور پر کام کرتی ہے تو اس کی سالانہ تنخواہ کتنی ہوگی؟,57500,"<reasoning>
اگر جل کو پڑھانے کے لیے 20 ڈالر فی گھنٹہ ملتے ہیں اور چیئرلیڈنگ کی کوچنگ کے لیے 30 ڈالر فی گھنٹہ ملتے ہیں، تو اس کی سالانہ تنخواہ کا حساب یوں لگایا جا سکتا ہے:

1. سال میں 50 ہفتے ہوتے ہیں۔
2. ہر ہفتے وہ 35 گھنٹے استاد کے طور پر کام کرتی ہے۔
3. اس کی استاد کے طور پر کام کرنے کے گھنٹے: 50 ہفتے × 35 گھنٹے = 1750 گھنٹے
4. اس کی استاد کے طور پر کام کرنے کی تنخواہ: 1750 گھنٹے × 20 ڈالر = 35000 ڈالر
5. ہر ہفتے وہ 15 گھنٹے کوچ کے طور پر کام کرتی ہے۔
6. اس کی کوچ کے طور پر کام کرنے کے گھنٹے: 50 ہفتے × 15 گھنٹے = 750 گھنٹے
7. اس کی کوچ کے طور پر کام کرنے کی تنخواہ: 750 گھنٹے × 30 ڈالر = 22500 ڈالر
8. اس کی کل سالانہ تنخواہ: 35000 ڈالر + 22500 ڈالر = 57500 ڈالر
</reasoning>

<SOLUTION>57500 ڈالر</SOLUTION>",True
18,کلیئر ہر صبح ناشتے کے لیے تین انڈوں کا آملیٹ بناتی ہے۔ وہ چار ہفتوں میں کتنے درجن انڈے کھائے گی؟,7,"<reasoning>
کلیئر ہر صبح ناشتے کے لیے تین انڈوں کا آملیٹ بناتی ہے۔ یعنی وہ ہر دن تین انڈے استعمال کرتی ہے۔ چار ہفتوں میں ہر ہفتوں 7 دن ہوتے ہیں، تو چار ہفتوں میں 7 × 4 = 28 دن ہوتے ہیں۔  
اگر وہ ہر دن تین انڈے استعمال کرتی ہے، تو 28 دن میں 28 × 3 = 84 انڈے استعمال کرے گی۔  
اگر 12 انڈوں کا 1 درجہ ہوتا ہے، تو 84 انڈے میں 84 ÷ 12 = 7 درجن انڈے ہوتے ہیں۔
</reasoning>

<SOLUTION>7 درجن انڈے</SOLUTION>",True
19,ماریسا 12 میل کی پگڈنڈی پر ہائکنگ کر رہی ہے۔ اس نے پہلے 4 میل طے کرنے میں 1 گھنٹہ لگایا، پھر اگلے 2 میل طے کرنے میں ایک اور گھنٹہ لگا۔ اگر وہ اپنی اوسط رفتار 4 میل فی گھنٹہ رکھنا چاہتی ہے، تو باقی فاصلے کو طے کرنے کے لیے اسے کس رفتار (میل فی گھنٹہ میں) چلنا ہوگا؟,6,"<reasoning>
ماریسا کی کل فاصلہ 12 میل ہے۔ اس نے پہلے 4 میل طے کرنے میں 1 گھنٹہ لگایا، اس کی رفتار 4 میل فی گھنٹہ ہے۔ پھر اگلے 2 میل طے کرنے میں ایک اور گھنٹہ لگا، اس کی رفتار 2 میل فی گھنٹہ ہے۔ اب باقی فاصلہ 12 - 4 - 2 = 6 میل ہے۔ اسے کل 12 میل طے کرنے میں 3 گھنٹے لگانا ہوں گے۔ اس کی اوسط رفتار 4 میل فی گھنٹہ ہے۔ اسے باقی 6 میل طے کرنے میں 3 گھنٹے لگانا ہوں گے۔ اس کی رفتار = 6 میل / 3 گھنٹے = 2 میل فی گھنٹہ۔
</reasoning>

<SOLUTION>2 میل فی گھنٹہ</SOLUTION>",False
20,میرے پاس 10 لیٹر نارنجی مشروب ہے جو دو تہائی پانی پر مشتمل ہے، اور میں اسے 15 لیٹر انناس کے مشروب میں شامل کرنا چاہتا ہوں جو تین پانچواں حصہ پانی ہے۔ لیکن جب میں اسے ڈالتا ہوں تو ایک لیٹر نارنجی مشروب گر جاتا ہے۔ باقی 24 لیٹر میں کتنا پانی ہوگا؟,15,"<reasoning>
ہمیں پہلے نارنجی مشروب کے حجم اور اس میں پانی کی مقدار کا تعین کرنا ہوگا۔ نارنجی مشروب 10 لیٹر ہے اور اس میں دو تہائی پانی ہے۔

دو تہائی پانی = (2/3) × 10 = 6.666... لیٹر پانی

نارنجی مشروب میں 10 لیٹر ہے، اور 1 لیٹر گر جاتا ہے، اس لیے باقی 9 لیٹر نارنجی مشروب ہے۔

اب ہم 15 لیٹر انناس کے مشروب میں شامل کرنا چاہتے ہیں۔ انناس کے مشروب میں تین پانچواں حصہ پانی ہے۔

تین پانچواں حصہ پانی = (3/5) × 15 = 9 لیٹر پانی

اب ہم 9 لیٹر نارنجی مشروب اور 15 لیٹر انناس کے مشروب کو ملایا جاتا ہے۔

کل مشروب = 9 + 15 = 24 لیٹر

کل پانی = 6.666... + 9 = 15.666... لیٹر

یہ 15.666... لیٹر پانی ہے۔
</reasoning>

<SOLUTION>15.666... لیٹر پانی</SOLUTION>",True
21,ریمنڈ اور سامنتھا کزن ہیں۔ ریمنڈ سامنتھا سے 6 سال بڑا ہے۔ ریمنڈ کا بیٹا 23 سال کی عمر میں پیدا ہوا۔ اگر سامنتھا اب 31 سال کی ہے تو ریمنڈ کا بیٹا کتنے سال پہلے پیدا ہوا تھا؟,14,"<reasoning>
ریمنڈ سامنتھا سے 6 سال بڑا ہے۔ سامنتھا اب 31 سال کی ہے، تو ریمنڈ کی عمر 31 + 6 = 37 سال ہے۔  
ریمنڈ کا بیٹا 23 سال کی عمر میں پیدا ہوا۔  
اس لیے، ریمنڈ کا بیٹا 37 - 23 = 14 سال پہلے پیدا ہوا تھا۔
</reasoning>

<SOLUTION>14 سال پہلے</SOLUTION>",True
22,بلی ڈی وی ڈیز فروخت کرتا ہے۔ منگل کو اس کے 8 گاہک ہیں۔ اس کے پہلے 3 گاہک ایک ایک ڈی وی ڈی خریدتے ہیں۔ اس کے اگلے 2 گاہک 2، 2 ڈی وی ڈیز خریدتے ہیں۔ اس کے آخری 3 گاہک کوئی ڈی وی ڈی نہیں خریدتے۔ بلی نے منگل کو کل کتنی ڈی وی ڈیز فروخت کیں؟,7,"<reasoning>
بلی کے 8 گاہک ہیں۔ پہلے 3 گاہک 1 ڈی وی ڈی ہر ایک نے خریدا، اس لیے 3 × 1 = 3 ڈی وی ڈیز۔ اگلے 2 گاہک 2 ڈی وی ڈی ہر ایک نے خریدا، اس لیے 2 × 2 = 4 ڈی وی ڈیز۔ آخری 3 گاہک کوئی ڈی وی ڈی نہیں خریدتے۔ اس طرح کل فروخت کی گئی ڈی وی ڈیز کی تعداد 3 + 4 = 7 ہے۔
</reasoning>

<SOLUTION>7</SOLUTION>",True
23,ایک موم بتی ہر گھنٹے جلنے پر 2 سینٹی میٹر پگھل جاتی ہے۔ دوپہر 1 بجے سے شام 5 بجے تک جلنے کے بعد موم بتی کتنی سینٹی میٹر چھوٹی ہو جائے گی؟,8,"<reasoning>
ایک موم بتی ہر گھنٹے جلنے پر 2 سینٹی میٹر پگھل جاتی ہے۔ دوپہر 1 بجے سے شام 5 بجے تک کے درمیان 4 گھنٹے ہیں۔ چونکہ ہر گھنٹے میں 2 سینٹی میٹر پگھلتا ہے، تو 4 گھنٹوں میں 4 × 2 = 8 سینٹی میٹر پگھل جائے گا۔
</reasoning>

<SOLUTION>8 سینٹی میٹر</SOLUTION>",True
24,کائل نے پچھلے سال کی سب سے زیادہ فروخت ہونے والی کتاب 19.50 ڈالر میں خریدی، جو اصل قیمت پر 25 فیصد رعایت کے ساتھ تھی۔ کتاب کی اصل قیمت کیا تھی؟,26,"<reasoning>
کائل نے کتاب 19.50 ڈالر میں خریدی، جو اصل قیمت پر 25 فیصد کمی کے بعد کی قیمت ہے۔ یہ مطلب ہے کہ 19.50 ڈالر اصل قیمت کا 75 فیصد ہے (کیونکہ 25 فیصد کمی ہوئی ہے)۔ ہم اصل قیمت کو یوں پتہ لگا سکتے ہیں:

$$
19.50 = \text{اصل قیمت} \times (1 - 0.25) = \text{اصل قیمت} \times 0.75
$$

اصل قیمت کو پتہ کرنے کے لیے 19.50 کو 0.75 سے تقسیم کریں:

$$
\text{اصل قیمت} = \frac{19.50}{0.75} = 26
$$
</reasoning>

<SOLUTION>26 ڈالر</SOLUTION>",True
