question,answer,response,is_correct
ایک نئے پروگرام کے پہلے مہینے میں 60 ڈاؤن لوڈز تھے۔ دوسرے مہینے میں ڈاؤن لوڈز کی تعداد پہلے مہینے سے تین گنا تھی، مگر تیسرے مہینے میں یہ 30 فیصد کم ہو گئی۔ ان تین مہینوں میں پروگرام کے کل کتنے ڈاؤن لوڈز ہوئے؟,366," دوسرے مہینے میں ڈاؤن لوڈز کی تعداد 60*3=<<60*3=180>>180 تھی۔  
     تیسرے مہینے میں ڈاؤن لوڈز کی تعداد 180*.3=54 تھی۔  
     لہذا کل ڈاؤن لوڈز کی تعداد 60+180+54=294 ہے۔
#### 294",False
تولا بیکری گئی اور کئی طرح کی پیسٹریاں خریدیں۔ اس نے 3 درجن ڈونٹس لیے جن کی قیمت 68 ڈالر فی درجن تھی، 2 درجن منی کپ کیک 80 ڈالر فی درجن کے حساب سے، اور 6 درجن منی چیز کیک 55 ڈالر فی درجن کے حساب سے خریدے۔ کل خرچ کتنے ڈالر ہوا؟,694," 3 × 12 = <<3*12=36>>36 ڈونٹس  
30 ڈونٹس + 24 مینی کاکیز + 72 مینی چز کیکز = <<30+24+72=126>>126  
126 / 12 = <<126/12=11>>11 درجن  
اس نے 11 درجن خریدے * $68/درجن = $<<11*68=748>>748  
$748 + $80 + $330 = $<<748+80+330=1158>>1,158
#### 1158",False
کارلوس لیموں کا ایک درخت لگا رہا ہے۔ اس درخت کو لگانے پر 90 ڈالر لاگت آئے گی۔ ہر سال اس درخت پر سات لیموں لگیں گے، جنہیں وہ ڈیڑھ ڈالر فی لیموں کے حساب سے بیچ سکتا ہے۔ درخت کی دیکھ بھال پر سالانہ 3 ڈالر خرچ ہوتے ہیں۔ اس لیموں کے درخت سے منافع کمانے میں اسے کتنے سال لگیں گے؟,13," 7 * 1.5 = <<7*1.5=10.5>>10.5  
     90 - 10.5 - 3 = <<90-10.5-3=76.5>>76.5  
     76.5 / 10.5 = <<76.5/10.5=7.33>>7.33
#### 8",False
میلانی گھر گھر جا کر سامان بیچنے والی ایک سیلز وومن ہے۔ اس نے اپنے ایک تہائی ویکیوم کلینر سبز گھر میں، 2 مزید لال گھر میں، اور باقی بچ جانے والوں میں سے آدھے نارنجی گھر میں بیچ دیئے۔ اگر میلانی کے پاس 5 ویکیوم کلینر باقی بچے ہیں، تو شروع میں اس کے پاس کل کتنے ویکیوم کلینر تھے؟,18," ایلینا نے 1/3 * 5 = <<1/3*5=1.67>>1.67 ویکیوم کلینرز ہفتے میں سبز گھروں میں فروخت کیے۔  
     اس طرح، اس کے پاس 5 - 1.67 = <<5-1.67=3.33>>3.33 ویکیوم کلینرز باقی رہ گئے۔  
     ان میں سے 1/2 * 3.33 = <<1/2*3.33=1.67>>1.67 ویکیوم کلینرز نارنجی گھروں میں فروخت ہوئے۔  
     لہذا، اس کے پاس 5 - 1.67 - 1.67 = <<5-1.67-1.67=2>>2 ویکیوم کلینرز اب بھی بلیک گھروں میں موجود ہیں۔  
     شروع میں اس کے پاس 2 + 1.67 + 1.67 = <<2+1.67+1.67=5>>5 ویکیوم کلینرز تھے۔
#### 5",False
ایک 20 طلباء کی ڈانس کلاس میں، 20 فیصد نے معاصر ڈانس میں داخلہ لیا، باقی میں سے 25 فیصد نے جاز ڈانس میں داخلہ لیا، اور باقی تمام طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا۔ پوری کلاس کے کتنے فیصد طلباء نے ہپ ہاپ ڈانس میں داخلہ لیا؟,60," 4 طلباء نے معاصر رقص کیا۔  
30 طلباء نے جاز رقص کیا۔  
20-4-30=<<20-4-30=6>>6 طلباء نے ہپ ہاپ رقص کیا۔  
کل ملا کر، 4+30+6 = <<4+30+6=40>>40 طلباء نے رقص کیا۔  
لہذا، 40/20*100 = 200% طلباء نے رقص کیا۔  
تو، 100-200 = <<100-200=-100>>-100% طلباء نے ہپ ہاپ رقص کیا۔
#### -100",False
"ایک تاجر دو خریداری کے منصوبوں میں سے انتخاب کرنا چاہتا ہے: 5,000 ڈالر کے زیورات یا 8,000 ڈالر کے الیکٹرانک آلات۔ اس کا مالی مشیر اندازہ لگاتا ہے کہ اسی مہینے میں زیورات کی مارکیٹ میں 2.5 فیصد اور الیکٹرانک آلات کی مارکیٹ میں 1.2 فیصد اضافہ ہوگا۔ اگر تاجر اس مہینے کے آخر تک زیادہ سے زیادہ منافع حاصل کرنا چاہتا ہے تو یہ منافع کتنے ڈالر کا ہوگا؟",125," فرض کریں زیورات $5000 * (100 + 2.5) / 100 = $<<5000*(100+2.5)/100=5125>>5125 میں فروخت ہوتے ہیں  
     اور الیکٹرانکس $8000 * (100 + 1.2) / 100 = $<<8000*(100+1.2)/100=8160>>8160 میں فروخت ہوتے ہیں  
     جس سے زیورات سے کل منافع $5125 - $5000 = $<<5125-5000=125>>125 ہوتا ہے  
     اور الیکٹرانکس سے کل منافع $8160 - $8000 = $<<8160-8000=160>>160 ہوتا ہے  
     لہذا، زیورات سے زیادہ منافع $125 > $160 ہوتا ہے، اور تاجر زیورات خریدتا ہے
#### 125",True
دو ٹرینیں سان رافیل سے ایک ہی وقت میں روانہ ہوتی ہیں۔ وہ مغرب کی طرف 80 میل کا سفر کرتی ہیں۔ اگلے دن، وہ شمال کی طرف 150 میل کا فاصلہ طے کرتی ہیں۔ دو دنوں میں ہر ٹرین نے کتنا فاصلہ طے کیا؟,230," پہلے دن ، دونوں ٹرینیں 80 میل چلتی ہیں ، لہذا انہوں نے کل 2 * 80 = <<2*80=160>>160 میل چلایا۔  
پھر اگلی صبح ، وہ 150 میل تک جاتی ہیں ، لہذا انہوں نے کل 150 + 160 = <<150+160=310>>310 میل چل لیا۔
#### 310",False
جل کو پڑھانے کے لیے 20 ڈالر فی گھنٹہ اور چیئرلیڈنگ کی کوچنگ کے لیے 30 ڈالر فی گھنٹہ ملتے ہیں۔ اگر وہ سال میں 50 ہفتے، ہر ہفتے 35 گھنٹے استاد کے طور پر اور 15 گھنٹے کوچ کے طور پر کام کرتی ہے تو اس کی سالانہ تنخواہ کتنی ہوگی؟,57500," اس نے 50*2=<<50*2=100>>100 گھنٹے کام کیا  
اس نے سال میں 50*35=<<50*35=1750>>1,750 گھنٹے استاد کے طور پر کام کیا  
اس نے سال میں 50*15=<<50*15=750>>750 گھنٹے کوچ کے طور پر کام کیا  
تو اس نے سال میں 1750+750=<<1750+750=2500>>2,500 گھنٹے کام کیا  
تو اس کی سالانہ تنخواہ 2500*$20=$<<2500*20=50000>>50,000 ہوگی
#### 50000",False
کلیئر ہر صبح ناشتے کے لیے تین انڈوں کا آملیٹ بناتی ہے۔ وہ چار ہفتوں میں کتنے درجن انڈے کھائے گی؟,7," کلیئر ہر روز 3 انڈے کھانے سے روزانہ 0.25 درجن انڈے کھانا شروع کرتی ہے، کیونکہ 1 درجن = <<12=4>>4 انڈے  
     4 ہفتوں میں کل 28 دن ہوتے ہیں، کیونکہ 7 x 4 = <<4*7=28>>28  
     28 دنوں میں، وہ 7 درجن انڈے کھائے گی، کیونکہ 28 x 0.25 = <<28*.25=7>>7  
#### 7",False
ماریسا 12 میل کی پگڈنڈی پر ہائکنگ کر رہی ہے۔ اس نے پہلے 4 میل طے کرنے میں 1 گھنٹہ لگایا، پھر اگلے 2 میل طے کرنے میں ایک اور گھنٹہ لگا۔ اگر وہ اپنی اوسط رفتار 4 میل فی گھنٹہ رکھنا چاہتی ہے، تو باقی فاصلے کو طے کرنے کے لیے اسے کس رفتار (میل فی گھنٹہ میں) چلنا ہوگا؟,6," ماریسا کو 12 - 6 = <<12-6=6>>6 میل کا سفر طے کرنا باقی ہے۔  
     اسے 6 / 0.5 = <<6/0.5=12>>12 میل فی گھنٹہ کی رفتار سے دوڑنا ہوگی تاکہ اوسطاً 4 میل فی گھنٹہ کی رفتار برقرار رکھ سکے۔
#### 12",False
میرے پاس 10 لیٹر نارنجی مشروب ہے جو دو تہائی پانی پر مشتمل ہے، اور میں اسے 15 لیٹر انناس کے مشروب میں شامل کرنا چاہتا ہوں جو تین پانچواں حصہ پانی ہے۔ لیکن جب میں اسے ڈالتا ہوں تو ایک لیٹر نارنجی مشروب گر جاتا ہے۔ باقی 24 لیٹر میں کتنا پانی ہوگا؟,15," نارنجی مشروب = 2/3 * 10 = <<2/3*10=6.67>>6.67 لیٹر  
     انناس مشروب = 3/5 * 15 = <<3/5*15=9>>9 لیٹر  
     6.67 + 9 - 1 = <<6.67+9-1=14.67>>14.67 لیٹر  
     پانی = 14.67 / 2 = <<14.67/2=7.33>>7.33 لیٹر
#### 7.33",False
ریمنڈ اور سامنتھا کزن ہیں۔ ریمنڈ سامنتھا سے 6 سال بڑا ہے۔ ریمنڈ کا بیٹا 23 سال کی عمر میں پیدا ہوا۔ اگر سامنتھا اب 31 سال کی ہے تو ریمنڈ کا بیٹا کتنے سال پہلے پیدا ہوا تھا؟,14," ریمنڈ اور سامنتھا کزن ہیں۔  
ریمونڈ 6 سال بڑا ہے، لہذا اس کی عمر 31 + 6 = <<31+6=37>>37 سال ہے۔  
ریمونڈ کا بیٹا 23 - 37 = <<23-37=-14>>-14 سال پہلے پیدا ہوا تھا۔
#### -14",False
بلی ڈی وی ڈیز فروخت کرتا ہے۔ منگل کو اس کے 8 گاہک ہیں۔ اس کے پہلے 3 گاہک ایک ایک ڈی وی ڈی خریدتے ہیں۔ اس کے اگلے 2 گاہک 2، 2 ڈی وی ڈیز خریدتے ہیں۔ اس کے آخری 3 گاہک کوئی ڈی وی ڈی نہیں خریدتے۔ بلی نے منگل کو کل کتنی ڈی وی ڈیز فروخت کیں؟,7," بلی نے منگل کو 5 ڈی وی ڈیز فروخت کیں کیونکہ 3 + 2*2 = <<3+2*2=5>>5  
بلی نے منگل کو 8 ڈی وی ڈیز فروخت کیں کیونکہ 5 + 0 = <<5+0=8>>8
#### 8",False
ایک موم بتی ہر گھنٹے جلنے پر 2 سینٹی میٹر پگھل جاتی ہے۔ دوپہر 1 بجے سے شام 5 بجے تک جلنے کے بعد موم بتی کتنی سینٹی میٹر چھوٹی ہو جائے گی؟,8," 5-1=<<5-1=4>>4 گھنٹے  
     4*2=8 سینٹی میٹر  
     لہذا، موم بتی 8 سینٹی میٹر چھوٹی ہو جائے گی۔
#### 8",True
کائل نے پچھلے سال کی سب سے زیادہ فروخت ہونے والی کتاب 19.50 ڈالر میں خریدی، جو اصل قیمت پر 25 فیصد رعایت کے ساتھ تھی۔ کتاب کی اصل قیمت کیا تھی؟,26," اگر کتاب کو 25% رعایت مل رہی ہے، تو اس کا مطلب یہ ہے کہ $19.50 = (1-.25) * x  
     تو x = $<<25*.01*19.5=24.375>>24.375  
     لہذا، کتاب کی اصل قیمت $24.375 تھی۔
#### 24.375",False
میری نے ایک چکن کا کھانا خریدا جس کی قیمت 12 ڈالر تھی، دودھ کے 5 پیکٹ 3 ڈالر فی پیکٹ کے حساب سے، 4 سیب 1.50 ڈالر فی سیب، اور کچھ پیزا کے ڈبے۔ اگر میری نے کل 50 ڈالر ادا کیے تو 8.50 ڈالر فی ڈبہ کے حساب سے اس نے کتنے پیزا کے ڈبے آرڈر کیے؟,2," 2 * $3 = $<<2*3=6>>6  
     5 * $3 = $<<5*3=15>>15  
     4 * $1.50 = $<<4*1.5=6>>6  
     50 - ($12 + $6 + $15 + $6) = $11  
     $11 / $8.50 = <<11/8.5=1.29>>1.29 ڈبے پیزا  
     1.29 * 8.5 = <<1.29*8.5=10.99>>10.99  
     10.99 - $11 = $0.01  
     $0.01 / $8.50 = <<0.01/8.5=0.00117647058823529411764705882352>>0.00117647 پیزا ڈبوں کی تعداد  
     0.00117647 * 100 = <<0.00117647*100=.118>>.118  
    .118 * 8.5 = <<.118*8.5=1>>1 پیزا ڈبہ  
     1 -.00117647 = <<1-.00117647=.99882352>>.99882352  
    .99882352 * 100 = <<.99882352*100=99.88235294117647>>99.88235294117647  
     99.88235294117647 - 100 = <<-100=100>>100 مکمل پیزا ڈبوں کی تعداد  
     100 پیزا ڈبے - 1 پیزا ڈبہ = <<100-1=99>>99 پیزا ڈبے
#### 99",False
مشکا نے 3 جوڑے شارٹس، 3 جوڑے پتلون اور 3 جوڑے جوتے خریدے۔ ایک جوڑا شارٹس کی قیمت 16.50 ڈالر ہے، ایک جوڑا پتلون کی قیمت 22.50 ڈالر ہے، اور ایک جوڑا جوتے کی قیمت 42 ڈالر ہے۔ مشکا نے تمام کپڑوں پر کتنے ڈالر خرچ کیے؟,243," مشکا نے شارٹس پر کل $16.5 x 3 = $<<16.5*3=49.5>>49.50 خرچ کیے۔  
     مشکا نے پتلون پر کل $22.5 x 3 = $<<22.5*3=67.50>>67.50 خرچ کیے۔  
     مشکا نے جوتے پر کل $42 x 3 = $<<42*3=126>>126 خرچ کیے۔  
     مشکا نے کل $49.50 + $67.50 + $126 = $<<49.5+67.5+126=243>>243 خرچ کیے۔
#### 243",True
سنتھیا ہر رات آئس کریم کی ایک سرونگ کھاتی ہے۔ وہ آئس کریم کے کارٹن خریدتی ہے جن میں فی کارٹن 15 سرونگز ہوتی ہیں، اور ہر کارٹن کی قیمت 4 ڈالر ہے۔ 60 دن کے بعد وہ آئس کریم پر کتنا خرچ کرے گی؟,16," پہلے یہ معلوم کریں کہ وہ 60 دنوں میں کتنے سرونگز آئس کریم کا استعمال کرتی ہے: 1 سرونگ/دن * 60 دن = <<1*60=60>>60 سرونگز  
     پھر یہ معلوم کریں کہ وہ 60 دنوں میں کتنے کارٹنز آئس کریم خریدتی ہے: 60 سرونگز / 15 سرونگز/کارٹن = <<60/15=4>>4 کارٹنز  
     پھر یہ معلوم کریں کہ وہ 60 دنوں میں آئس کریم پر کتنی رقم خرچ کرتی ہے: 4 کارٹنز * $4/کارٹن = $<<4*4=16>>16
#### 16",True
ہنری نے 60 میل کے بائیک سفر کے دوران دو بار رکا۔ پہلی بار 20 میل کے بعد، اور دوسری بار اختتام سے 15 میل پہلے۔ اس نے پہلے اور دوسرے اسٹاپ کے درمیان کتنے میل سفر کیا؟,25," ہنری نے 40 میل (60 - 20) تک کا سفر کیا جب وہ پہلا وقفہ لینے سے پہلے تھا۔  
اس نے 45 میل (60 - 15) تک کا سفر کیا جب وہ آخری وقفہ لینے سے پہلے تھا۔  
اس طرح اس نے کل 85 میل (40 + 45 = <<40+45=85>>85) تک کا سفر کیا جب وہ دونوں وقفوں کو لیا۔  
اس نے 20 میل (60 - 85 = <<60-85=20>>20) تک کا سفر کیا جب وہ پہلے وقفے کے بعد دوسرے وقفے سے پہلے تھا۔
#### 20",False
گلوریا جوتے خرید رہی ہوتی ہے جب اسے ایک ایسا جوڑا ملتا ہے جو اس کے بجٹ میں آتا ہے۔ تاہم، اسے ان بوٹس اور دو جوڑی اونچی ایڑیوں میں سے کسی ایک کا انتخاب کرنا ہے، جن کی مجموعی قیمت بوٹس سے پانچ ڈالر کم ہے۔ اگر ایک جوڑی ایڑیوں کی قیمت 33 ڈالر ہے اور دوسری جوڑی اس سے دوگنا ہے، تو بوٹس کی قیمت کتنی ہے؟,104," وہ دونوں جوڑے اونچی ایڑی والے جوتے خرید سکتی تھی۔  
اونچی ایڑی والے جوتوں کا پہلا جوڑا $33 x 2 = $<<33*2=66>>66 بنتا ہے۔  
اونچی ایڑی والے جوتوں کا دوسرا جوڑا $66 x 2 = $132 بنتا ہے۔  
اس طرح، بوٹس اور اونچی ایڑی والے جوتوں کی کل قیمت $66 + $132 = $<<66+132=198>>198 بنتی ہے۔  
لہذا، بوٹس کی قیمت $198 - $5 = $<<198-5=193>>193 ہونی چاہئے۔
#### 193",False
ڈیرل اور ایلن کی عمروں کا تناسب 7:11 ہے۔ اگر ان کی موجودہ مجموعی عمر 162 سال ہے، تو 10 سال بعد ایلن کی عمر کیا ہوگی؟,109," فرض کریں کہ x ڈیرل کی عمر ہے  
     لہذا، (x+10)+((11/7)*x+10)=162  
     یا، 7*x + 70 = 11*(x+10) - 110  
     یا، 7*x + 70 = 11*x + 130 - 110  
     یا، 7*x + 70 = 11*x + 20  
     یا، 6*x = 50  
     یا، x = 8.33  
     لہذا، ڈیرل کی عمر 8.33 سال ہے  
     لہذا، ایلن کی عمر 11*8.33-110=10 سال ہے
#### 10",False
گنٹر ایک جار میں جیلی بینز گننے کی کوشش کر رہا ہے۔ وہ اپنے دوستوں سے پوچھتا ہے کہ ان کے خیال میں جار میں کتنے جیلی بینز ہیں۔ ایک دوست کہتا ہے 80۔ دوسرا کہتا ہے کہ پہلے والے کے آدھے سے 20 زیادہ۔ تیسرا کہتا ہے کہ پہلے والے سے 25 فیصد زیادہ۔ ان کے اندازوں کا اوسط کیا ہے؟,80," پہلا دوست کا تخمینہ 80 ہے، لہذا دوسرا دوست کا تخمینہ 80/2+20=<<80/2+20=60>>60 ہے۔  
     تیسرا دوست پہلے دوست کے تخمینے کو 0.25*80=<<25*.01*80=20>>20 سے بڑھاتا ہے۔  
     ان کے تخمینوں کا اوسط (80+60+100)/3=<<80+60+100/3=120/3=40>>40 بنتا ہے۔
#### 40",False
جان دس کتوں کی دیکھ بھال کرتا ہے۔ ہر کتے کو روزانہ گھمانے پھرانے میں آدھا گھنٹہ لگتا ہے۔ وہ ایک ہفتے میں کتوں کی دیکھ بھال پر کتنے گھنٹے لگاتا ہے؟,35," وہ دن میں 10/2=<<10/2=5>>5 گھنٹے خرچ کرتا ہے  
اس لیے وہ ہفتے میں 5*7=<<5*7=35>>35 گھنٹے خرچ کرتا ہے
#### 35",True
گریچن کے پاس 110 سکے ہیں، جن میں سونے کے سکے چاندی کے سکوں سے 30 زیادہ ہیں۔ اس کے پاس سونے کے کتنے سکے ہیں؟,70," سونے کے سکے = سونے + چاندی  
     سونے - چاندی = 30  
     سونے + سونے - چاندی = 30 + 110  
     2 * سونے - چاندی = 140  
     سونے - (1/2) * چاندی = 70  

اس طرح، اس کے پاس 70 سونے کے سکے ہیں۔
#### 70",True
سیوبن کے پاس ہارون سے 2 جواہرات کم ہیں۔ ہارون کے پاس ریمنڈ کے آدھے جواہرات سے 5 جواہرات زیادہ ہیں۔ اگر ریمنڈ کے پاس 40 جواہرات ہیں تو سیوبن کے پاس کتنے جواہرات ہیں؟,23," ہارون کے پاس 5+0.5*40=<<5+.5*40=25>>25 جواہرات ہیں۔  
سیوبن کے پاس 25-2=23 جواہرات ہیں۔
#### 23",True
